,Prediction,Gold,ASR_BLEU
634,no later no,have you spoken to leonor no,BLEU = 10.12 33.3/25.0/25.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 3 ref_len = 6)
635,it became like a base of an island,raquel is wearing a nylon shirt,BLEU = 5.52 12.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
636,i had to save them because of my life,you should stopped me to save ainhoas life,BLEU = 10.55 33.3/12.5/7.1/4.2 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
637,i want to know you should not say,careful stop whos there dont shoot,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
638,we have never made up,we found ourselves hanging,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.250 hyp_len = 5 ref_len = 4)
639,they were done by the rescued by the barracks,they were watching by the gap of the tents and they were snooping around,BLEU = 8.18 55.6/25.0/7.1/4.2 (BP = 0.574 ratio = 0.643 hyp_len = 9 ref_len = 14)
640,but sometimes again dont go to the things on the stairs,but sometimes you dont dare to say anything,BLEU = 8.91 36.4/10.0/5.6/3.1 (BP = 1.000 ratio = 1.375 hyp_len = 11 ref_len = 8)
641,girl are you forgotten,boy have you trapped the goat,BLEU = 9.69 25.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
642,you are the toy of a boy,you are the toy of a little boy,BLEU = 72.90 100.0/83.3/80.0/75.0 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
643,one kiko opened the door,a guy opened the door,BLEU = 39.76 60.0/50.0/33.3/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
644,just to be asking about it,you need to be alone,BLEU = 16.23 33.3/20.0/12.5/8.3 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
645,i will saddle,im on my way,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
646,lets see its not freezing alone,lets see it isnt bad to have fun alone,BLEU = 10.90 50.0/20.0/12.5/8.3 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
647,chile is a country,chile is a country,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
648,they could not be suspended in the water,they could not be suspended in the water,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
649,those are the most curious,which are the most expensive areas,BLEU = 32.56 60.0/50.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
650,lice intermittent lazier,blinking laser light,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3)
651,and if there was no casualty,what about if it was not by chance,BLEU = 6.92 33.3/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
652,i want to order for half a crown,i want a computer for christmas,BLEU = 13.13 50.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
653,you will see please,stop it please,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3)
654,they built a following bed,you built a hidden horning beacon,BLEU = 17.49 40.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
655,sometimes it is going to be another crowd,lets see if its going to be another tramp of the infiltrators,BLEU = 20.97 50.0/42.9/33.3/20.0 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12)
656,nancy was a single girl,i yearned to see chole girl alone,BLEU = 7.16 20.0/12.5/8.3/6.2 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
657,on holidays those over the castellans of silver forests into the brown flats,knocked down on the eyebrows of those jaranos castoreños in silver swaggers and martial,BLEU = 4.28 38.5/4.2/2.3/1.2 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
658,but he is afraid me its coming he has to come,fuck you man they have to come,BLEU = 7.50 18.2/10.0/5.6/3.1 (BP = 1.000 ratio = 1.571 hyp_len = 11 ref_len = 7)
659,palamaras has a right on the chest,palomares chest is making sounds,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5)
660,monsorrato comes from the pass,la montserrat goes out to the pasacalle,BLEU = 7.16 20.0/12.5/8.3/6.2 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
661,the old man with large brows and the mozone,the old man with a big goatee and the waiter still beardless,BLEU = 25.43 66.7/50.0/28.6/16.7 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
662,on the postal cards we sent his branches,they laid the branches on the plain,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
663,you havent taken to day,did you already take the syrup,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
664,tell me that you should go,tell me what does this button do you will see,BLEU = 9.22 50.0/20.0/12.5/8.3 (BP = 0.513 ratio = 0.600 hyp_len = 6 ref_len = 10)
665,he was buried in the past for forty years,they were locked up in jail for more than forty years,BLEU = 9.08 44.4/12.5/7.1/4.2 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
666,our friendship never die,our friendship will never die,BLEU = 35.19 100.0/66.7/25.0/25.0 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
667,to remove,where theres a will theres a way,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.082 ratio = 0.286 hyp_len = 2 ref_len = 7)
668,the emotion is larger,the emotion choked me,BLEU = 31.95 50.0/33.3/25.0/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
669,please stop,please stop,BLEU = 100.00 100.0/100.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 2 ref_len = 2)
670,and to fight they die other dinosaurs alfred a dad,what if you give them another dinosaur a bad one,BLEU = 4.20 10.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
671,come on go,come come,BLEU = 27.52 33.3/25.0/25.0/0.0 (BP = 1.000 ratio = 1.500 hyp_len = 3 ref_len = 2)
672,when the racing half with the fear flag,when they come and take the tray with the strawberry yogurt,BLEU = 9.03 50.0/14.3/8.3/5.0 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
673,the one who dies is making for us,if you have something someone will ask for it,BLEU = 4.87 12.5/7.1/4.2/2.5 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
674,because im going to say this,because ill jump on the waterfall,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
675,the young lady to the amazon,the young girl went to help the old lady,BLEU = 12.38 83.3/20.0/12.5/8.3 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
676,if we dont leave me aback ruberto,if not they will eat us alive roberto,BLEU = 5.69 14.3/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
677,because i love,because i love you,BLEU = 71.65 100.0/100.0/100.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
678,no no i said,no my son i havent messed up,BLEU = 8.97 50.0/16.7/12.5/12.5 (BP = 0.472 ratio = 0.571 hyp_len = 4 ref_len = 7)
679,thats what i feel them and is that something,thats what it looks to me and its that to the wolf,BLEU = 8.13 44.4/12.5/7.1/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
680,because of the best from the night,because she might have a whim at midnight,BLEU = 5.69 14.3/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
681,to come to face in his own,to get out from this area right now,BLEU = 5.69 14.3/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
682,a survival professor,the survival trainer,BLEU = 27.52 33.3/25.0/25.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3)
683,you can only want one one we could not feed it,you can keep only one we cant feed them all,BLEU = 11.73 54.5/20.0/5.6/3.1 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
684,if you wants to pass to that im back to stone open the plan,if you want to come though to that very place over that stone strike the silver,BLEU = 8.01 50.0/15.4/4.2/2.3 (BP = 0.867 ratio = 0.875 hyp_len = 14 ref_len = 16)
685,then he did not like to ask,i didnt like tobacco back then,BLEU = 7.81 28.6/8.3/5.0/3.1 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
686,his black eyed blackish idol,their black and sunken eyes had a brightness in the tears,BLEU = 3.22 20.0/12.5/8.3/6.2 (BP = 0.301 ratio = 0.455 hyp_len = 5 ref_len = 11)
687,i will take care of a sister,ill have patience sister,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.750 hyp_len = 7 ref_len = 4)
688,because i do not have to ask you to the face,because you are not a priest anymore you dont have to refuse eating meat,BLEU = 7.18 45.5/10.0/5.6/3.1 (BP = 0.761 ratio = 0.786 hyp_len = 11 ref_len = 14)
689,misproject,nobody knows about my projects,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.018 ratio = 0.200 hyp_len = 1 ref_len = 5)
690,you were sad and you had to stop and think,are you looking as if you dont want to look stop complaining and pay,BLEU = 4.21 50.0/5.6/3.1/1.8 (BP = 0.670 ratio = 0.714 hyp_len = 10 ref_len = 14)
691,settle me,of silk right,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3)
692,you dont know how to be so put up,he didnt know what to wear so he got happy,BLEU = 5.61 33.3/6.2/3.6/2.1 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
693,it is the entrance to four goska,senterada is in valle de fosca,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
694,i order the ship,sort them in alphabetical order,BLEU = 12.44 25.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
695,if true a child cannot leave if you know long from the metres,really kid if you get lost you wont be able to leave the dunes,BLEU = 6.80 30.8/8.3/4.5/2.5 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
696,we did not find it the people we went to look for,we didnt found those people we went looking for them,BLEU = 14.32 41.7/18.2/10.0/5.6 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10)
697,the skiff tells the story of the frigate,the skiff is next to the frigate,BLEU = 15.62 50.0/28.6/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
698,lets see if its the first,lets see with the zipper,BLEU = 17.97 50.0/20.0/12.5/8.3 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
699,four winds my emissary,four hundred would you like to have them my lady,BLEU = 4.24 50.0/16.7/12.5/12.5 (BP = 0.223 ratio = 0.400 hyp_len = 4 ref_len = 10)
700,the wine wine and the wine and the spanish guitars of the party,the wine was laughing in the cups and the guitar sultan of the party,BLEU = 16.18 61.5/33.3/9.1/5.0 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
701,without down on the rooms that run away,without taking apart your eyes from the waves that silver plate the moon,BLEU = 3.89 37.5/7.1/4.2/2.5 (BP = 0.535 ratio = 0.615 hyp_len = 8 ref_len = 13)
702,now what was me,now what will become of me,BLEU = 21.44 75.0/33.3/25.0/25.0 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
703,with you and julia nobody,with leonor and julia is there nothing left,BLEU = 12.98 60.0/25.0/16.7/12.5 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8)
704,because they break out,because i go to the bathroom every night,BLEU = 5.88 25.0/16.7/12.5/12.5 (BP = 0.368 ratio = 0.500 hyp_len = 4 ref_len = 8)
705,bad pis,stepped on a piece of glass,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 2 ref_len = 6)
706,mutiny algiers motor boats such as a granite cover,mutant seaweed mist so dense as a brick wall,BLEU = 9.54 22.2/12.5/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
707,come on,come with us,BLEU = 30.33 50.0/50.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3)
708,it has been an important no,it was just a kiss,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
709,francisco esquito,francisco is tired of eating,BLEU = 11.16 50.0/50.0/0.0/0.0 (BP = 0.223 ratio = 0.400 hyp_len = 2 ref_len = 5)
710,when he was good bye and he was better and too better too,praise be to god and what a good looking young people,BLEU = 3.67 15.4/4.2/2.3/1.2 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
711,im coming to their families myself,they stop loving their families dont they,BLEU = 13.74 33.3/20.0/12.5/8.3 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
712,i have given to me julia,you have given it to me julia,BLEU = 32.16 83.3/60.0/25.0/16.7 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
713,the eyes were full of the tears,the eyes of the butler were filled with tears,BLEU = 15.45 85.7/33.3/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
714,if i say we are you will catch me a comin,if you like it here we can settle in,BLEU = 4.93 27.3/5.0/2.8/1.6 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9)
715,to day is an afternoon,ask saint antonio,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.667 hyp_len = 5 ref_len = 3)
716,he has waited i dont know,hes desperate he doesnt know what to do,BLEU = 6.92 33.3/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
717,he seemed to have signed cola and in the tack of berlin,i saw miguel making like for the booth to buy the ticket,BLEU = 4.03 16.7/4.5/2.5/1.4 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
718,oh what a post to take the general daubigne,oh what terrible vengeance will general diego bermudez take,BLEU = 11.34 44.4/12.5/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
719,i have not seen a knight,i havent seen him since last night,BLEU = 8.17 33.3/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
720,it is better to do more than cuddle than cover,better safe than sorry,BLEU = 4.99 20.0/5.6/3.1/1.8 (BP = 1.000 ratio = 2.500 hyp_len = 10 ref_len = 4)
721,thank you robert i love you,thank you rober i owe you one,BLEU = 16.34 66.7/20.0/12.5/8.3 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
722,that pail of self pity,that peace of mind that covered the pain,BLEU = 6.97 40.0/12.5/8.3/6.2 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8)
723,may be need to help,he may need help,BLEU = 14.06 60.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.250 hyp_len = 5 ref_len = 4)
724,mamma stated from papa,mom divorced my dad,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
725,the waiter without two eyes and the eyes claim,the waiter without taking his eyes off the old man exclaimed,BLEU = 16.15 55.6/25.0/14.3/8.3 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
726,do you want to tell him,do you want me to tell you something,BLEU = 27.22 83.3/60.0/25.0/16.7 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
727,as the mysterious waters from the mysterious sea,just as wings from a mysterious angel that protect my soul,BLEU = 5.00 37.5/7.1/4.2/2.5 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
728,it is better to cross it,prevention is better than cure,BLEU = 16.23 33.3/20.0/12.5/8.3 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
729,he had smiled in his way,they had a smile and a look,BLEU = 6.87 16.7/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
730,for you god,for you girl,BLEU = 55.03 66.7/50.0/50.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3)
731,wasnt going to stop their boy friend,her girlfriend is not going to answer,BLEU = 13.13 28.6/16.7/10.0/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
732,may everything in all this life is it,anything anything in this life can wait eh,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
733,the amateur is more hard no,each day tomatoes are more expensive,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
734,that was only because of mexican bishop,just because of that he deserved to be the archbishop of mexico,BLEU = 7.12 42.9/16.7/10.0/6.2 (BP = 0.490 ratio = 0.583 hyp_len = 7 ref_len = 12)
735,princess,a russian prince,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 1 ref_len = 3)
736,they were slowly,he pulled slowly,BLEU = 27.52 33.3/25.0/25.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3)
737,the truth as the coin they are always ready,truth like oil is always on top,BLEU = 5.67 22.2/6.2/3.6/2.1 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
738,eustatt has military military members,you have military knowledge i want you to manage,BLEU = 4.80 20.0/12.5/8.3/6.2 (BP = 0.449 ratio = 0.556 hyp_len = 5 ref_len = 9)
739,they will never find it without dry,you will have regrets m,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5)
740,the following is to be grown and what is loaves,the hook decides who is leaving and who is staying,BLEU = 5.93 40.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
741,at that time mister of lord don roland,and that was the kind mister roman,BLEU = 6.57 25.0/7.1/4.2/2.5 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
742,chapter ten,chapter ten,BLEU = 100.00 100.0/100.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 2 ref_len = 2)
743,we cant go out in that direction,we cant go in that direction,BLEU = 41.11 85.7/66.7/40.0/12.5 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
744,she smiled and shes that of my arms from my arms floating the back,i smiled unbelieving and her getting away from my arms ran to the back of the cell,BLEU = 12.07 57.1/23.1/8.3/4.5 (BP = 0.807 ratio = 0.824 hyp_len = 14 ref_len = 17)
745,what are you doing,what are you doing sir,BLEU = 77.88 100.0/100.0/100.0/100.0 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
746,they have two last men to go out to kind of mountain,i am so hungry like to ride a bike right now,BLEU = 3.39 8.3/4.5/2.5/1.4 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11)
747,he is not asleep in his cabin,neither he has slept on his cabin,BLEU = 14.54 42.9/16.7/10.0/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
748,the hours waiting the festival the rest of which dishes,hours go by and nobody even tries to wash the dishes,BLEU = 5.00 30.0/5.6/3.1/1.8 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
749,you have to spend everything boys there those go,you have to cover all the portholes except that,BLEU = 17.75 33.3/25.0/14.3/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
750,my lips looking for those cruels,my lips yearned once again those cruel lips,BLEU = 12.87 50.0/20.0/12.5/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
751,i am extremely precarious lets go,increase precautions good luck lets go,BLEU = 16.23 33.3/20.0/12.5/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
752,sometimes the surprises can be bad,its because sometimes surprise might be bad and ugly,BLEU = 10.90 50.0/20.0/12.5/8.3 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
753,i have always been for using messages for open,i have one hundred and forty eight emails to open,BLEU = 9.44 33.3/12.5/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
754,at the end of january soon,the fate of the traveler accurate and prompt,BLEU = 6.92 33.3/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
755,this does not resist any more,i cant stand this for a single day more,BLEU = 5.85 33.3/10.0/6.2/4.2 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
756,over the country is not celebrated to the navy,i have heard that in this country they dont celebrate christmas,BLEU = 3.82 11.1/6.2/3.6/2.1 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
757,julia come on come on please,julia lets go gamboa please,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
758,with the storm and what is cant and the rumble,with the storm nothing happens i can stay the course,BLEU = 16.78 40.0/22.2/12.5/7.1 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
759,it is inherent in germany,its incredible how good his german is,BLEU = 7.16 20.0/12.5/8.3/6.2 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
760,let the order in silence,water the hydrangea margarita,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.250 hyp_len = 5 ref_len = 4)
761,we have lost men and we could help you,tonight we lost the man that could have helped us the most,BLEU = 4.83 44.4/6.2/3.6/2.1 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
762,how can he not be capable of making love,how could they do such horrible things,BLEU = 4.77 11.1/6.2/3.6/2.1 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
763,with the survival classes but it works the servants,with the survival lessons but i hope that the story,BLEU = 18.04 55.6/25.0/14.3/8.3 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
764,oh im going to do,oh were you going to get in,BLEU = 15.85 60.0/25.0/16.7/12.5 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
765,one colonial,mmm neighborhood eh,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3)
766,he stopped must,it stood up,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3)
767,martinus dont tell his stories,martinez dont lie to me,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
768,a mountain was a storm for the same,a lunch box a lunch box for lunch,BLEU = 7.27 37.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
769,ledging down leading back to off,reading and reading midnight appeared before me,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
770,the simpson of his college and programme in borgies,the mockingbird stirred inside his cage and burst into twittering,BLEU = 5.61 33.3/6.2/3.6/2.1 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
771,to distinguish groups of naked boys that flows that flows their big distances,i distinguish groups of naked boys that throw themselves from there and swim great distances,BLEU = 33.91 53.8/41.7/36.4/30.0 (BP = 0.857 ratio = 0.867 hyp_len = 13 ref_len = 15)
772,one moment but a despotism much better than a space guard,one moment being a toy is much better than being a spatial guardian,BLEU = 15.91 63.6/30.0/11.1/6.2 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
773,meanwhile we will sail from association,in the meantime lets talk about another thing,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
774,no palla,stop it palomares,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3)
775,vilma we expected this we will go up,vilma we cleaned it thoroughly everyone helped me,BLEU = 11.04 25.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
776,negatives had to be sacrificed to them and wait for novits,girl you forget that hebe and ganimedes can be sacrificed,BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
777,they didnt realize the matter,it wasnt long before they called me,BLEU = 7.16 20.0/12.5/8.3/6.2 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
778,soda the seed,the jack the jack,BLEU = 19.72 33.3/25.0/25.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
779,listen no ill not have to find it,listen whoever he is he doesnt want us to find him,BLEU = 8.40 37.5/14.3/8.3/5.0 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
780,i need a very new dress for the ladies,i need a new key chain for my keys,BLEU = 20.16 55.6/25.0/14.3/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
781,they will not mind my eye matters,my aunts should have been living there,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
782,i know,pick one ernesto,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3)
783,the location at the same point,in that same moment the card came out,BLEU = 6.92 33.3/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
784,you look crazy what is known,that you go crazy that you be happy,BLEU = 6.92 33.3/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
785,if we cannot be we will give we will have to die,if we cannot go out we will have to die,BLEU = 42.40 66.7/54.5/40.0/22.2 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10)
786,they are saddles,yes those are sheets,BLEU = 19.72 33.3/25.0/25.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
787,all cities were mobile fish in hand,all eyes remained motionless on the jarochos hand,BLEU = 6.77 28.6/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
788,and hoa and do but take a god valeria,from ainhoa and do homework with valeria,BLEU = 10.55 33.3/12.5/7.1/4.2 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
789,what a phrasing,what a lovely phrase,BLEU = 39.43 66.7/50.0/50.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
790,from time to time arrives aback to the patio,from time to time a rider entered the courtyard,BLEU = 31.56 55.6/37.5/28.6/16.7 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
791,well we will go very slow,then we will go slowly,BLEU = 30.21 50.0/40.0/25.0/16.7 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
792,what are you doing,what are you having as an afternoon snack,BLEU = 21.87 75.0/66.7/50.0/50.0 (BP = 0.368 ratio = 0.500 hyp_len = 4 ref_len = 8)
793,you have my friend give me a hug,dont be afraid give me a hug,BLEU = 34.57 50.0/42.9/33.3/20.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
